Bin	Hit 1	Score 1	Hit 2	Score 2	Hit 3	Score 3	Hit 4	Score 4	Hit 5	Score 5	metric
bin_77_b	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1689.78632471	T02483: Beta proteobacterium CB	1690.52246564	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1691.55306434	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1692.27048664	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1692.29873682	standardized euclidean dist
bin_78_a	T04396: Methylomonas sp. DH-1	0.717557894018	T04191: Methylomonas denitrificans FJG1	0.715148831713	T05118: Methylomonas koyamae LM6	0.712527981056	T01511: Methylomonas methanica MC09	0.706599096728	T04929: Methylovulum psychrotolerans HV10_M2	0.698936511312	spearman correlation
bin_78_b	T04929: Methylovulum psychrotolerans HV10_M2	1813.72348325	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	1814.29557784	T00205: Methylococcus capsulatus Bath	1814.50240644	T04396: Methylomonas sp. DH-1	1814.82750887	T05118: Methylomonas koyamae LM6	1815.00163998	standardized euclidean dist
bin_79_a	T04207: Polynucleobacter duraquae	0.668714540036	T04121: Limnohabitans sp. 63ED37-2	0.652436571116	T04120: Limnohabitans sp. 103DPR2	0.651286520916	T02483: Beta proteobacterium CB	0.633536240695	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	0.625522226113	spearman correlation
bin_79_b	T04207: Polynucleobacter duraquae	1784.55880156	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1786.69966397	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1787.54044778	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1787.55288361	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1787.55369669	standardized euclidean dist
bin_7_a	T05319: Candidatus Planktophila vernalis MMS-IIA-15	0.761018876358	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.759675721521	T05067: Candidatus Planktophila limnetica	0.757071729228	T05050: Candidatus Planktophila lacus	0.754088886833	T05051: Candidatus Planktophila dulcis	0.750068744812	spearman correlation
bin_7_b	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1566.52506698	T05073: Candidatus Nanopelagicus limnes	1566.65655333	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1567.97055569	T05067: Candidatus Planktophila limnetica	1568.14815351	T05050: Candidatus Planktophila lacus	1568.69486934	standardized euclidean dist
bin_80_a	T04567: Lacunisphaera limnophila	0.747865894032	T03830: Verrucomicrobia bacterium IMCC26134	0.661012408139	T00689: Opitutus terrae PB90-1	0.656917243648	T01204: Coraliomargarita akajimensis DSM 45221	0.590189688026	T03683: Opitutaceae bacterium TAV5	0.583743021323	spearman correlation
bin_80_b	T04108: Candidatus Xiphinematobacter sp. Idaho Grape	1662.12578561	T02863: Blattabacterium sp., endocymbiont of Nauphoeta cinerea (gray cockroach)	1662.68767026	T02446: Blattabacterium sp. (Blatta orientalis) Tarazona	1662.78766172	T02525: Blattabacterium sp. (Panesthia angustipennis spadica) BPAA	1662.87094899	T02109: Blattabacterium sp. (Blaberus giganteus), endosymbiont of Blaberus giganteus (Central American giant cockroach)	1662.943747	standardized euclidean dist
bin_81_a	T04172: Salinivirga cyanobacteriivorans L21-Spi-D4 (Bacterium L21-Spi-D4)	0.598115284068	T04336: Bacteroidetes bacterium UKL13-3	0.553536706839	T04235: Lutibacter profundi LP1	0.552465651404	T02133: Alistipes finegoldii DSM 17242	0.541915651016	T02861: Bacteroidales bacterium CF	0.540265165836	spearman correlation
bin_81_b	T00792: Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2, endosymbiont of Coptotermes formosanus (Formosan subterranean termite)	1565.34074168	T04336: Bacteroidetes bacterium UKL13-3	1565.47854134	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1565.60140843	T01642: Blattabacterium sp. (Mastotermes darwiniensis) MADAR, endosymbiont of Mastotermes darwiniensis (giant northern termite)	1565.7479415	T02861: Bacteroidales bacterium CF	1565.8242985	standardized euclidean dist
bin_82_a	T05067: Candidatus Planktophila limnetica	0.778732021384	T05051: Candidatus Planktophila dulcis	0.724957747366	T05319: Candidatus Planktophila vernalis MMS-IIA-15	0.724840037083	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.723397628075	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	0.720076052967	spearman correlation
bin_82_b	T05067: Candidatus Planktophila limnetica	1439.68169586	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1440.01647511	T05073: Candidatus Nanopelagicus limnes	1440.46760117	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	1440.92059853	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1441.07515136	standardized euclidean dist
bin_83_a	T04207: Polynucleobacter duraquae	0.731559850109	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	0.670976300894	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	0.668315120674	T02483: Beta proteobacterium CB	0.665208490613	T04120: Limnohabitans sp. 103DPR2	0.61845144064	spearman correlation
bin_83_b	T04207: Polynucleobacter duraquae	1667.66964217	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1668.32575943	T02413: Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	1669.08129384	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1669.2409664	T02465: Candidatus Kinetoplastibacterium desouzaii TCC079E	1669.28790318	standardized euclidean dist
bin_84_a	T04488: Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	0.714001554853	T04023: Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1	0.651624158305	T04464: Candidatus Woesebacteria bacterium GW2011_GWF1_31_35	0.622916216125	T03988: Candidate division Kazan bacterium GW2011_GWA1_50_15	0.616728757413	T03502: Candidatus Saccharibacteria oral taxon TM7x	0.594864530923	spearman correlation
bin_84_b	T04488: Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	1006.95642063	T04673: Bacterium AB1	1008.07341217	T04673.1: 	1008.07341217	T03502: Candidatus Saccharibacteria oral taxon TM7x	1009.91418349	T04464: Candidatus Woesebacteria bacterium GW2011_GWF1_31_35	1010.56591141	standardized euclidean dist
bin_85_a	T02483: Beta proteobacterium CB	0.483935511973	T04120: Limnohabitans sp. 103DPR2	0.477674994631	T03591: Sulfuritalea hydrogenivorans sk43H	0.47310126359	T04207: Polynucleobacter duraquae	0.468313030233	T01544: Ramlibacter tataouinensis TTB310	0.467861009679	spearman correlation
bin_85_b	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1696.75174514	T02483: Beta proteobacterium CB	1697.48432098	T04207: Polynucleobacter duraquae	1698.1439871	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	1698.96522101	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1699.25647794	standardized euclidean dist
bin_86_a	T04336: Bacteroidetes bacterium UKL13-3	0.66235107949	T04392: Flavisolibacter tropicus LCS9	0.641070427406	T01781: Flavobacterium indicum GPTSA100-9	0.61865239158	T04064: Hymenobacter sp. DG25A	0.617916339581	T03660: Flavobacterium psychrophilum V4-24	0.61489499539	spearman correlation
bin_86_b	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1490.44134909	T04336: Bacteroidetes bacterium UKL13-3	1490.63444941	T01642: Blattabacterium sp. (Mastotermes darwiniensis) MADAR, endosymbiont of Mastotermes darwiniensis (giant northern termite)	1490.97429761	T02863: Blattabacterium sp., endocymbiont of Nauphoeta cinerea (gray cockroach)	1491.47307633	T02446: Blattabacterium sp. (Blatta orientalis) Tarazona	1491.537126	standardized euclidean dist
bin_87_a	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	0.667597857446	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	0.663715870084	T05067: Candidatus Planktophila limnetica	0.662070302971	T05073: Candidatus Nanopelagicus limnes	0.653654074608	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.648461277149	spearman correlation
bin_87_b	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1397.76455775	T05073: Candidatus Nanopelagicus limnes	1398.41210773	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	1398.61516483	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1399.49767355	T05250: Candidatus Planktophila versatilis MMS-IA-79	1399.55475896	standardized euclidean dist
bin_8_a	T04120: Limnohabitans sp. 103DPR2	0.704785733321	T04121: Limnohabitans sp. 63ED37-2	0.677837704785	T04207: Polynucleobacter duraquae	0.64569339297	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	0.606467343712	T02483: Beta proteobacterium CB	0.603562529403	spearman correlation
bin_8_b	T04207: Polynucleobacter duraquae	1690.99482499	T04120: Limnohabitans sp. 103DPR2	1692.10076708	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1692.3701326	T04121: Limnohabitans sp. 63ED37-2	1694.32286852	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	1694.38957424	standardized euclidean dist
bin_9_a	T04296: Steroidobacter denitrificans DSM 18526	0.568973332939	T04427: Woeseia oceani XK5	0.53996666163	T04011: Wenzhouxiangella marina KCTC 42284	0.53066603131	T04377: Dokdonella koreensis DS-123	0.511072969705	T00677: Xylella fastidiosa M12	0.502094264812	spearman correlation
bin_9_b	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1786.53276129	T02471: Candidatus Kinetoplastibacterium oncopeltii TCC290E	1786.79811657	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1786.80646718	T02463: Candidatus Kinetoplastibacterium blastocrithidii TCC012E	1786.83760115	T02413: Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	1787.35141043	standardized euclidean dist
unbinned_a	T05319: Candidatus Planktophila vernalis MMS-IIA-15	0.251535998467	T04008: Mycobacterium goodii X7B	0.247616192769	T05050: Candidatus Planktophila lacus	0.244169108375	T04356: Mycobacterium vaccae 95051	0.243833948977	T00434: Mycobacterium smegmatis MC2 155	0.24258684582	spearman correlation
unbinned_b	T05050: Candidatus Planktophila lacus	2253.18124301	T05158: Candidatus Planktophila sulfonica MMS-IA-56	2253.32446135	T05319: Candidatus Planktophila vernalis MMS-IIA-15	2253.37162083	T05051: Candidatus Planktophila dulcis	2253.55261212	T05067: Candidatus Planktophila limnetica	2253.65394368	standardized euclidean dist
